����ʱ��,ͨ����(0:һ���;1:��ƵӦ���;2:��Ƶ����;4:Ka),��ʱ��ʶ,����״̬(0:����;1:����),����A��ѹԴ����-ֱ-M017PI004,����A��ѹԴ����-ֱ-M017PI004Դ��,����A����г������-ֱ-M017PV002,����A����г������-ֱ-M017PV002Դ��,����A���ݶ����ܵ�ѹ-ֱ-M017PV003,����A���ݶ����ܵ�ѹ-ֱ-M017PV003Դ��,����A����ѹ�ص�ѹ-ֱ-M017PV005,����A����ѹ�ص�ѹ-ֱ-M017PV005Դ��,����A����ָʾ-ֱ-M017PV006,����A����ָʾ-ֱ-M017PV006Դ��
2022-04-01 02:27:33.631,1,FALSE,0,0.09369179500000001,0133,2.09601058,1AD4,0.69643217,08EA,0.40284420000000004,0528,3.6927385000000004,2F44
2022-04-01 02:27:55.628,1,FALSE,0,0.09430216500000001,0135,2.0877705850000003,1AB9,0.69399069,08E2,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:28:06.631,1,FALSE,0,0.095522905,0139,2.1057765,1AF4,0.6958218,08E8,0.40223383,0526,3.6933488700000003,2F46
2022-04-01 02:28:21.644,1,FALSE,0,0.09430216500000001,0135,2.10028317,1AE2,0.6952114300000001,08E6,0.40284420000000004,0528,3.6927385000000004,2F44
2022-04-01 02:28:38.643,1,FALSE,0,0.094912535,0137,2.0941794700000003,1ACE,0.6946010600000001,08E4,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:28:56.630,1,FALSE,0,0.095522905,0139,2.0947898400000002,1AD0,0.6946010600000001,08E4,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:29:09.647,1,FALSE,0,0.09460735,0136,2.09540021,1AD2,0.6949062450000001,08E5,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 02:29:26.631,1,FALSE,0,0.094912535,0137,2.093263915,1ACB,0.6955166150000001,08E7,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 02:29:41.633,1,FALSE,0,0.09369179500000001,0133,2.08868614,1ABC,0.6970425400000001,08EC,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:29:57.638,1,FALSE,0,0.09460735,0136,2.0981468750000003,1ADB,0.6946010600000001,08E4,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:30:13.630,1,FALSE,0,0.095522905,0139,2.1057765,1AF4,0.694295875,08E3,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 02:30:30.637,1,FALSE,0,0.095522905,0139,2.0996728,1AE0,0.6952114300000001,08E6,0.40253901500000006,0527,3.6909073900000005,2F3E
2022-04-01 02:30:50.656,1,FALSE,0,0.09247105500000001,012F,2.09906243,1ADE,0.6958218,08E8,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 02:31:05.632,1,FALSE,0,0.09460735,0136,2.092653545,1AC9,0.6930751350000001,08DF,0.403149385,0529,3.6927385000000004,2F44
2022-04-01 02:31:17.631,1,FALSE,0,0.09338661000000001,0132,2.0941794700000003,1ACE,0.6952114300000001,08E6,0.40192864500000003,0525,3.6915177600000004,2F40
2022-04-01 02:31:33.625,1,FALSE,0,0.094912535,0137,2.093263915,1ACB,0.6946010600000001,08E4,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:31:55.632,1,FALSE,0,0.09430216500000001,0135,2.1060816850000004,1AF5,0.694295875,08E3,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 02:32:06.634,1,FALSE,0,0.09460735,0136,2.093263915,1ACB,0.6952114300000001,08E6,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 02:32:21.638,1,FALSE,0,0.09338661000000001,0132,2.0947898400000002,1AD0,0.694295875,08E3,0.40192864500000003,0525,3.693043685,2F45
2022-04-01 02:32:38.639,1,FALSE,0,0.09247105500000001,012F,2.0981468750000003,1ADB,0.6958218,08E8,0.403149385,0529,3.692433315,2F43
2022-04-01 02:32:56.631,1,FALSE,0,0.095522905,0139,2.1057765,1AF4,0.6976529100000001,08EE,0.40223383,0526,3.6933488700000003,2F46
2022-04-01 02:33:09.656,1,FALSE,0,0.09521772,0138,2.0981468750000003,1ADB,0.693685505,08E1,0.40192864500000003,0525,3.6921281300000004,2F42
2022-04-01 02:33:26.632,1,FALSE,0,0.09460735,0136,2.10028317,1AE2,0.696126985,08E9,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 02:33:41.633,1,FALSE,0,0.096133275,013B,2.10455576,1AF0,0.696126985,08E9,0.40253901500000006,0527,3.693043685,2F45
2022-04-01 02:33:57.638,1,FALSE,0,0.09247105500000001,012F,2.09784169,1ADA,0.694295875,08E3,0.40192864500000003,0525,3.6927385000000004,2F44
2022-04-01 02:34:13.633,1,FALSE,0,0.094912535,0137,2.0917379900000004,1AC6,0.6949062450000001,08E5,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 02:34:30.634,1,FALSE,0,0.09521772,0138,2.09845206,1ADC,0.6952114300000001,08E6,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 02:34:50.654,1,FALSE,0,0.09643846,013C,2.0896016950000003,1ABF,0.69399069,08E2,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:35:05.631,1,FALSE,0,0.096133275,013B,2.0947898400000002,1AD0,0.6958218,08E8,0.40192864500000003,0525,3.6915177600000004,2F40
2022-04-01 02:35:17.630,1,FALSE,0,0.09369179500000001,0133,2.100588355,1AE3,0.69643217,08EA,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 02:35:33.631,1,FALSE,0,0.094912535,0137,2.0981468750000003,1ADB,0.6952114300000001,08E6,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 02:35:55.630,1,FALSE,0,0.09460735,0136,2.09601058,1AD4,0.6949062450000001,08E5,0.403149385,0529,3.6927385000000004,2F44
2022-04-01 02:36:06.636,1,FALSE,0,0.09460735,0136,2.0929587300000003,1ACA,0.693685505,08E1,0.40284420000000004,0528,3.6927385000000004,2F44
2022-04-01 02:36:21.637,1,FALSE,0,0.096743645,013D,2.0975365050000003,1AD9,0.69643217,08EA,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:36:38.643,1,FALSE,0,0.09430216500000001,0135,2.09845206,1ADC,0.693685505,08E1,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 02:36:56.631,1,FALSE,0,0.09521772,0138,2.09112762,1AC4,0.6973477250000001,08ED,0.40192864500000003,0525,3.692433315,2F43
2022-04-01 02:37:09.649,1,FALSE,0,0.09582809,013A,2.0874654,1AB8,0.69399069,08E2,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 02:37:26.632,1,FALSE,0,0.094912535,0137,2.0996728,1AE0,0.6949062450000001,08E5,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 02:37:41.631,1,FALSE,0,0.09460735,0136,2.1027246500000003,1AEA,0.694295875,08E3,0.40253901500000006,0527,3.6902970200000005,2F3C
2022-04-01 02:37:57.648,1,FALSE,0,0.09521772,0138,2.092653545,1AC9,0.6946010600000001,08E4,0.40192864500000003,0525,3.6921281300000004,2F42
2022-04-01 02:38:13.632,1,FALSE,0,0.096133275,013B,2.10638687,1AF6,0.694295875,08E3,0.40284420000000004,0528,3.6927385000000004,2F44
2022-04-01 02:38:30.640,1,FALSE,0,0.094912535,0137,2.10028317,1AE2,0.6952114300000001,08E6,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 02:38:50.653,1,FALSE,0,0.09582809,013A,2.0935691000000003,1ACC,0.6949062450000001,08E5,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 02:39:03.658,1,FALSE,0,0.09186068500000001,012D,2.0993676150000002,1ADF,0.698568465,08F1,0.40284420000000004,0528,3.693043685,2F45
2022-04-01 02:39:17.629,1,FALSE,0,0.09399698000000001,0134,2.082887625,1AA9,0.6952114300000001,08E6,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 02:39:33.631,1,FALSE,0,0.09155550000000001,012C,2.10028317,1AE2,0.69399069,08E2,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:39:55.632,1,FALSE,0,0.094912535,0137,2.08685503,1AB6,0.6952114300000001,08E6,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:40:06.633,1,FALSE,0,0.09704883,013E,2.09906243,1ADE,0.6970425400000001,08EC,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 02:40:21.644,1,FALSE,0,0.09369179500000001,0133,2.102419465,1AE9,0.6958218,08E8,0.40192864500000003,0525,3.692433315,2F43
2022-04-01 02:40:38.643,1,FALSE,0,0.09582809,013A,2.1112698300000003,1B06,0.6921595800000001,08DC,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:40:56.633,1,FALSE,0,0.09582809,013A,2.09784169,1ADA,0.6952114300000001,08E6,0.40253901500000006,0527,3.693043685,2F45
2022-04-01 02:41:09.647,1,FALSE,0,0.09338661000000001,0132,2.1039453900000002,1AEE,0.6970425400000001,08EC,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:41:26.631,1,FALSE,0,0.09369179500000001,0133,2.0963157650000004,1AD5,0.6970425400000001,08EC,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:41:41.631,1,FALSE,0,0.09460735,0136,2.095705395,1AD3,0.6970425400000001,08EC,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 02:41:57.638,1,FALSE,0,0.09369179500000001,0133,2.1008935400000004,1AE4,0.696126985,08E9,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:42:13.632,1,FALSE,0,0.09399698000000001,0134,2.1033350200000003,1AEC,0.6946010600000001,08E4,0.403149385,0529,3.691212575,2F3F
2022-04-01 02:42:30.635,1,FALSE,0,0.09369179500000001,0133,2.08990688,1AC0,0.69643217,08EA,0.40223383,0526,3.692433315,2F43
2022-04-01 02:42:50.659,1,FALSE,0,0.095522905,0139,2.103640205,1AED,0.6967373550000001,08EB,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:43:05.634,1,FALSE,0,0.09369179500000001,0133,2.08868614,1ABC,0.69643217,08EA,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 02:43:17.631,1,FALSE,0,0.09338661000000001,0132,2.095705395,1AD3,0.6958218,08E8,0.403149385,0529,3.6915177600000004,2F40
2022-04-01 02:43:33.631,1,FALSE,0,0.09308142500000001,0131,2.0987572450000003,1ADD,0.696126985,08E9,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 02:43:55.632,1,FALSE,0,0.09521772,0138,2.092043175,1AC7,0.6955166150000001,08E7,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:44:06.629,1,FALSE,0,0.09460735,0136,2.099977985,1AE1,0.694295875,08E3,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 02:44:21.638,1,FALSE,0,0.094912535,0137,2.0947898400000002,1AD0,0.6967373550000001,08EB,0.40223383,0526,3.691212575,2F3F
2022-04-01 02:44:38.644,1,FALSE,0,0.09369179500000001,0133,2.09540021,1AD2,0.6949062450000001,08E5,0.40223383,0526,3.6927385000000004,2F44
2022-04-01 02:44:56.629,1,FALSE,0,0.09399698000000001,0134,2.0917379900000004,1AC6,0.6924647650000001,08DD,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:45:09.652,1,FALSE,0,0.09643846,013C,2.091432805,1AC5,0.69399069,08E2,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 02:45:26.632,1,FALSE,0,0.095522905,0139,2.0929587300000003,1ACA,0.6952114300000001,08E6,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:45:41.633,1,FALSE,0,0.09460735,0136,2.09723132,1AD8,0.694295875,08E3,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 02:45:57.638,1,FALSE,0,0.095522905,0139,2.08807577,1ABA,0.696126985,08E9,0.40223383,0526,3.691822945,2F41
2022-04-01 02:46:13.632,1,FALSE,0,0.094912535,0137,2.095705395,1AD3,0.6949062450000001,08E5,0.40345457,052A,3.691822945,2F41
2022-04-01 02:46:30.636,1,FALSE,0,0.097354015,013F,2.101809095,1AE7,0.696126985,08E9,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:46:50.658,1,FALSE,0,0.094912535,0137,2.0889913250000003,1ABD,0.6973477250000001,08ED,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 02:47:03.656,1,FALSE,0,0.09460735,0136,2.0981468750000003,1ADB,0.693685505,08E1,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 02:47:17.631,1,FALSE,0,0.094912535,0137,2.110354275,1B03,0.6952114300000001,08E6,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 02:47:33.631,1,FALSE,0,0.095522905,0139,2.103029835,1AEB,0.6927699500000001,08DE,0.40284420000000004,0528,3.691212575,2F3F
2022-04-01 02:47:55.629,1,FALSE,0,0.095522905,0139,2.091432805,1AC5,0.6949062450000001,08E5,0.40253901500000006,0527,3.6909073900000005,2F3E
2022-04-01 02:48:06.636,1,FALSE,0,0.09430216500000001,0135,2.0929587300000003,1ACA,0.6927699500000001,08DE,0.403149385,0529,3.6915177600000004,2F40
2022-04-01 02:48:21.639,1,FALSE,0,0.09277624000000001,0130,2.0981468750000003,1ADB,0.6976529100000001,08EE,0.403149385,0529,3.6915177600000004,2F40
2022-04-01 02:48:38.649,1,FALSE,0,0.09186068500000001,012D,2.095095025,1AD1,0.6952114300000001,08E6,0.40131827500000006,0523,3.6927385000000004,2F44
2022-04-01 02:48:56.632,1,FALSE,0,0.09399698000000001,0134,2.09601058,1AD4,0.6946010600000001,08E4,0.40284420000000004,0528,3.693043685,2F45
2022-04-01 02:49:10.621,1,FALSE,0,0.094912535,0137,2.0996728,1AE0,0.6967373550000001,08EB,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:49:26.633,1,FALSE,0,0.09430216500000001,0135,2.0935691000000003,1ACC,0.69826328,08F0,0.40223383,0526,3.692433315,2F43
2022-04-01 02:49:41.634,1,FALSE,0,0.09460735,0136,2.08868614,1ABC,0.6952114300000001,08E6,0.403149385,0529,3.6915177600000004,2F40
2022-04-01 02:49:57.639,1,FALSE,0,0.096743645,013D,2.1085231650000003,1AFD,0.6970425400000001,08EC,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 02:50:13.633,1,FALSE,0,0.094912535,0137,2.099977985,1AE1,0.6955166150000001,08E7,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:50:29.642,1,FALSE,0,0.09277624000000001,0130,2.10028317,1AE2,0.696126985,08E9,0.40192864500000003,0525,3.693043685,2F45
2022-04-01 02:50:50.660,1,FALSE,0,0.09460735,0136,2.0929587300000003,1ACA,0.6970425400000001,08EC,0.40192864500000003,0525,3.693043685,2F45
2022-04-01 02:51:05.645,1,FALSE,0,0.09582809,013A,2.1021142800000003,1AE8,0.6952114300000001,08E6,0.40253901500000006,0527,3.693043685,2F45
2022-04-01 02:51:17.632,1,FALSE,0,0.09186068500000001,012D,2.1057765,1AF4,0.69399069,08E2,0.40223383,0526,3.6927385000000004,2F44
2022-04-01 02:51:33.627,1,FALSE,0,0.09521772,0138,2.09662095,1AD6,0.6946010600000001,08E4,0.40253901500000006,0527,3.6933488700000003,2F46
2022-04-01 02:51:55.631,1,FALSE,0,0.094912535,0137,2.08868614,1ABC,0.6955166150000001,08E7,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 02:52:06.641,1,FALSE,0,0.09399698000000001,0134,2.1021142800000003,1AE8,0.6967373550000001,08EB,0.40192864500000003,0525,3.691822945,2F41
2022-04-01 02:52:21.640,1,FALSE,0,0.096743645,013D,2.1008935400000004,1AE4,0.69338032,08E0,0.40345457,052A,3.691822945,2F41
2022-04-01 02:52:38.650,1,FALSE,0,0.09338661000000001,0132,2.1033350200000003,1AEC,0.6955166150000001,08E7,0.403149385,0529,3.6933488700000003,2F46
2022-04-01 02:52:56.633,1,FALSE,0,0.09582809,013A,2.09784169,1ADA,0.6976529100000001,08EE,0.40223383,0526,3.691822945,2F41
2022-04-01 02:53:09.648,1,FALSE,0,0.09399698000000001,0134,2.095705395,1AD3,0.696126985,08E9,0.40223383,0526,3.692433315,2F43
2022-04-01 02:53:26.634,1,FALSE,0,0.09369179500000001,0133,2.101809095,1AE7,0.6958218,08E8,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:53:41.633,1,FALSE,0,0.09460735,0136,2.09601058,1AD4,0.6967373550000001,08EB,0.40223383,0526,3.691822945,2F41
2022-04-01 02:53:57.652,1,FALSE,0,0.096743645,013D,2.10028317,1AE2,0.6952114300000001,08E6,0.40223383,0526,3.691822945,2F41
2022-04-01 02:54:13.635,1,FALSE,0,0.094912535,0137,2.101198725,1AE5,0.6949062450000001,08E5,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 02:54:30.640,1,FALSE,0,0.09430216500000001,0135,2.091432805,1AC5,0.6955166150000001,08E7,0.40345457,052A,3.6915177600000004,2F40
2022-04-01 02:54:50.656,1,FALSE,0,0.09155550000000001,012C,2.0917379900000004,1AC6,0.6955166150000001,08E7,0.403149385,0529,3.693043685,2F45
2022-04-01 02:55:05.647,1,FALSE,0,0.09277624000000001,0130,2.10455576,1AF0,0.6946010600000001,08E4,0.40192864500000003,0525,3.692433315,2F43
2022-04-01 02:55:17.629,1,FALSE,0,0.096133275,013B,2.101809095,1AE7,0.69399069,08E2,0.40223383,0526,3.692433315,2F43
2022-04-01 02:55:33.631,1,FALSE,0,0.09186068500000001,012D,2.0969261350000004,1AD7,0.6949062450000001,08E5,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:55:55.634,1,FALSE,0,0.0976592,0140,2.090822435,1AC3,0.69643217,08EA,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 02:56:06.638,1,FALSE,0,0.09582809,013A,2.1015039100000004,1AE6,0.694295875,08E3,0.40223383,0526,3.692433315,2F43
2022-04-01 02:56:21.637,1,FALSE,0,0.09369179500000001,0133,2.09662095,1AD6,0.694295875,08E3,0.40223383,0526,3.6927385000000004,2F44
2022-04-01 02:56:38.645,1,FALSE,0,0.096133275,013B,2.09784169,1ADA,0.696126985,08E9,0.40253901500000006,0527,3.6915177600000004,2F40
2022-04-01 02:56:56.633,1,FALSE,0,0.09399698000000001,0134,2.1033350200000003,1AEC,0.696126985,08E9,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 02:57:09.649,1,FALSE,0,0.096133275,013B,2.09112762,1AC4,0.693685505,08E1,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 02:57:26.634,1,FALSE,0,0.09369179500000001,0133,2.095705395,1AD3,0.69399069,08E2,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 02:57:41.633,1,FALSE,0,0.095522905,0139,2.0993676150000002,1ADF,0.69826328,08F0,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 02:57:57.643,1,FALSE,0,0.09430216500000001,0135,2.0917379900000004,1AC6,0.6949062450000001,08E5,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 02:58:13.635,1,FALSE,0,0.09186068500000001,012D,2.09906243,1ADE,0.6955166150000001,08E7,0.40223383,0526,3.691822945,2F41
2022-04-01 02:58:30.635,1,FALSE,0,0.096133275,013B,2.1066920550000003,1AF7,0.694295875,08E3,0.403149385,0529,3.692433315,2F43
2022-04-01 02:58:50.656,1,FALSE,0,0.09460735,0136,2.1015039100000004,1AE6,0.696126985,08E9,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 02:59:03.656,1,FALSE,0,0.09277624000000001,0130,2.0929587300000003,1ACA,0.6952114300000001,08E6,0.403149385,0529,3.691822945,2F41
2022-04-01 02:59:17.625,1,FALSE,0,0.09430216500000001,0135,2.0935691000000003,1ACC,0.6946010600000001,08E4,0.403149385,0529,3.691822945,2F41
2022-04-01 02:59:33.632,1,FALSE,0,0.09369179500000001,0133,2.100588355,1AE3,0.69643217,08EA,0.40223383,0526,3.691822945,2F41
2022-04-01 02:59:55.636,1,FALSE,0,0.09277624000000001,0130,2.08624466,1AB4,0.6946010600000001,08E4,0.40345457,052A,3.6921281300000004,2F42
2022-04-01 03:00:05.625,1,FALSE,0,0.096133275,013B,2.09723132,1AD8,0.694295875,08E3,0.403149385,0529,3.691822945,2F41
2022-04-01 03:00:21.626,1,FALSE,0,0.09521772,0138,2.09723132,1AD8,0.6967373550000001,08EB,0.403149385,0529,3.692433315,2F43
2022-04-01 03:00:37.625,1,FALSE,0,0.09216587000000001,012E,2.0941794700000003,1ACE,0.6973477250000001,08ED,0.40162346000000004,0524,3.6927385000000004,2F44
2022-04-01 03:00:53.625,1,FALSE,0,0.09338661000000001,0132,2.1079127950000003,1AFB,0.6955166150000001,08E7,0.40284420000000004,0528,3.6927385000000004,2F44
2022-04-01 03:01:09.626,1,FALSE,0,0.09430216500000001,0135,2.09723132,1AD8,0.696126985,08E9,0.40253901500000006,0527,3.693043685,2F45
2022-04-01 03:01:25.625,1,FALSE,0,0.09186068500000001,012D,2.100588355,1AE3,0.69338032,08E0,0.40284420000000004,0528,3.6921281300000004,2F42
2022-04-01 03:01:41.625,1,FALSE,0,0.09399698000000001,0134,2.0981468750000003,1ADB,0.69399069,08E2,0.40345457,052A,3.6927385000000004,2F44
2022-04-01 03:01:57.626,1,FALSE,0,0.094912535,0137,2.10760761,1AFA,0.6946010600000001,08E4,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:02:13.625,1,FALSE,0,0.09399698000000001,0134,2.10028317,1AE2,0.6955166150000001,08E7,0.40223383,0526,3.692433315,2F43
2022-04-01 03:02:29.625,1,FALSE,0,0.094912535,0137,2.10028317,1AE2,0.69399069,08E2,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:02:45.626,1,FALSE,0,0.09582809,013A,2.103029835,1AEB,0.6955166150000001,08E7,0.40253901500000006,0527,3.6927385000000004,2F44
2022-04-01 03:03:01.625,1,FALSE,0,0.09460735,0136,2.0917379900000004,1AC6,0.696126985,08E9,0.403149385,0529,3.6927385000000004,2F44
2022-04-01 03:03:17.625,1,FALSE,0,0.09704883,013E,2.09540021,1AD2,0.696126985,08E9,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 03:03:33.626,1,FALSE,0,0.0976592,0140,2.09112762,1AC4,0.6949062450000001,08E5,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 03:03:49.625,1,FALSE,0,0.09430216500000001,0135,2.09784169,1ADA,0.6976529100000001,08EE,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:04:05.623,1,FALSE,0,0.09521772,0138,2.10455576,1AF0,0.6949062450000001,08E5,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 03:04:21.624,1,FALSE,0,0.09460735,0136,2.1015039100000004,1AE6,0.69643217,08EA,0.40223383,0526,3.691822945,2F41
2022-04-01 03:04:37.623,1,FALSE,0,0.09460735,0136,2.095705395,1AD3,0.694295875,08E3,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 03:04:53.623,1,FALSE,0,0.09460735,0136,2.0969261350000004,1AD7,0.69826328,08F0,0.40253901500000006,0527,3.691822945,2F41
2022-04-01 03:05:09.624,1,FALSE,0,0.095522905,0139,2.0929587300000003,1ACA,0.6976529100000001,08EE,0.40192864500000003,0525,3.691822945,2F41
2022-04-01 03:05:25.623,1,FALSE,0,0.09460735,0136,2.09112762,1AC4,0.6952114300000001,08E6,0.403149385,0529,3.6915177600000004,2F40
2022-04-01 03:05:41.623,1,FALSE,0,0.09399698000000001,0134,2.0963157650000004,1AD5,0.6952114300000001,08E6,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 03:05:57.624,1,FALSE,0,0.096133275,013B,2.09906243,1ADE,0.6946010600000001,08E4,0.40284420000000004,0528,3.691822945,2F41
2022-04-01 03:06:13.623,1,FALSE,0,0.09460735,0136,2.0917379900000004,1AC6,0.696126985,08E9,0.403149385,0529,3.6915177600000004,2F40
2022-04-01 03:06:29.623,1,FALSE,0,0.095522905,0139,2.093874285,1ACD,0.6949062450000001,08E5,0.40223383,0526,3.691822945,2F41
2022-04-01 03:06:45.624,1,FALSE,0,0.09186068500000001,012D,2.09662095,1AD6,0.69643217,08EA,0.40223383,0526,3.691822945,2F41
2022-04-01 03:07:01.623,1,FALSE,0,0.096133275,013B,2.09845206,1ADC,0.6946010600000001,08E4,0.403149385,0529,3.6909073900000005,2F3E
2022-04-01 03:07:17.623,1,FALSE,0,0.09582809,013A,2.0981468750000003,1ADB,0.6958218,08E8,0.40223383,0526,3.6915177600000004,2F40
2022-04-01 03:07:33.624,1,FALSE,0,0.09430216500000001,0135,2.1015039100000004,1AE6,0.6979580950000001,08EF,0.40345457,052A,3.6902970200000005,2F3C
2022-04-01 03:07:49.623,1,FALSE,0,0.09308142500000001,0131,2.1008935400000004,1AE4,0.694295875,08E3,0.40284420000000004,0528,3.692433315,2F43
2022-04-01 03:08:05.623,1,FALSE,0,0.094912535,0137,2.0947898400000002,1AD0,0.6967373550000001,08EB,0.40192864500000003,0525,3.6909073900000005,2F3E
2022-04-01 03:08:21.624,1,FALSE,0,0.09460735,0136,2.093874285,1ACD,0.6952114300000001,08E6,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:08:37.623,1,FALSE,0,0.09399698000000001,0134,2.0963157650000004,1AD5,0.6958218,08E8,0.40253901500000006,0527,3.691212575,2F3F
2022-04-01 03:08:53.623,1,FALSE,0,0.09338661000000001,0132,2.093263915,1ACB,0.6967373550000001,08EB,0.40253901500000006,0527,3.692433315,2F43
2022-04-01 03:09:09.623,1,FALSE,0,0.09308142500000001,0131,2.0981468750000003,1ADB,0.694295875,08E3,0.40253901500000006,0527,3.6909073900000005,2F3E
2022-04-01 03:09:25.623,1,FALSE,0,0.09704883,013E,2.0947898400000002,1AD0,0.6958218,08E8,0.40223383,0526,3.6921281300000004,2F42
2022-04-01 03:09:41.623,1,FALSE,0,0.09521772,0138,2.095095025,1AD1,0.6955166150000001,08E7,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 03:09:57.623,1,FALSE,0,0.094912535,0137,2.104250575,1AEF,0.69643217,08EA,0.40192864500000003,0525,3.691212575,2F3F
2022-04-01 03:10:13.623,1,FALSE,0,0.09460735,0136,2.0902120650000002,1AC1,0.696126985,08E9,0.40223383,0526,3.6890762800000005,2F38
2022-04-01 03:10:29.623,1,FALSE,0,0.09399698000000001,0134,2.094484655,1ACF,0.6958218,08E8,0.40192864500000003,0525,3.6915177600000004,2F40
2022-04-01 03:10:45.624,1,FALSE,0,0.09399698000000001,0134,2.0874654,1AB8,0.696126985,08E9,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:11:01.623,1,FALSE,0,0.09521772,0138,2.099977985,1AE1,0.6958218,08E8,0.40284420000000004,0528,3.6915177600000004,2F40
2022-04-01 03:11:17.623,1,FALSE,0,0.096133275,013B,2.095705395,1AD3,0.6967373550000001,08EB,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:11:33.624,1,FALSE,0,0.096133275,013B,2.09051725,1AC2,0.6973477250000001,08ED,0.40253901500000006,0527,3.6921281300000004,2F42
2022-04-01 03:11:49.623,1,FALSE,0,0.09460735,0136,2.09906243,1ADE,0.6976529100000001,08EE,0.403149385,0529,3.691212575,2F3F
2022-04-01 03:12:05.623,1,FALSE,0,0.09460735,0136,2.09784169,1ADA,0.6952114300000001,08E6,0.403149385,0529,3.6921281300000004,2F42
2022-04-01 03:12:21.624,1,FALSE,0,0.094912535,0137,2.100588355,1AE3,0.694295875,08E3,0.40253901500000006,0527,3.6909073900000005,2F3E
